OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,LENGTH_M,SHAPE_Length,From,To,from_suburb,to_suburb
1825,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,13/12/2016 0:00,2722.384689,0.028167282,Chullora,Rookwood,chullora,rookwood
1827,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,3993.835767,0.038560629,Carlingford,Rydalmere (East),carlingford,rydalmere
1828,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,3744.477592,0.035758808,Carlingford,Rydalmere,carlingford,rydalmere
1829,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,8087.220897,0.080033804,Carlingford,Castle Hill,carlingford,castle hill
1830,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,4215.740719,0.041862641,West Pennant Hills,Castle Hill,west pennant hills,castle hill
1831,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,3973.74484,0.037199172,Carlingford,West Pennant Hills (East),carlingford,west pennant hills
1832,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,3932.606542,0.036807829,Carlingford,West Pennant Hills,carlingford,west pennant hills
1833,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,10685.15744,0.101601238,West Pennant Hills,Kenthurst,west pennant hills,kenthurst
1834,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,7389.238518,0.069013222,Razorback,Pheasants Nest,razorback,pheasants nest
1836,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,7351.605431,0.079599451,Douglas Park,Razorback,douglas park,razorback
1837,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,7446.844597,0.079158756,Douglas Park,Colliery Cottage,douglas park,collie
1846,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,3590.964194,0.034836016,Tahmoor,Xstrata Coal Tahmoor,tahmoor,tahmoor
1847,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,3010.794874,0.031679002,Colliery Cottage,West Cliff Colliery,collie,collie
1848,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,4,13/12/2016 0:00,2143.600519,0.023008667,Appin Mine,Colliery Cottage,appin,collie
1854,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,13/12/2016 0:00,5730.943259,0.057955125,"Eraring ",Wangi Wangi,eraring,wangi wangi
1855,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,13/12/2016 0:00,17173.55118,0.163163344,Teralba,Arcadia Vale,teralba,arcadia vale
1856,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,330,New South Wales,4,13/12/2016 0:00,751.734633,0.007440638,Waratah West,Waratah,waratah west,waratah
1857,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,13/12/2016 0:00,11568.96023,0.117408785,"Tomago ",Medowie,tomago,medowie
1859,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,13/12/2016 0:00,18881.32206,0.187644482,Armidale,Saumarez Ponds,armidale,saumarez ponds
1860,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,13/12/2016 0:00,129742.3827,1.299680238,Narromine South,Nyngan,narromine,nyngan
1861,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,4,14/07/2017 0:00,36422.72183,0.382327571,Dubbo South,Narromine South,dubbo,narromine
